,PC1,PC2,PC3,sample_id,Super_Population,Population,Population_Description
852,0.734753050058909,0.4390211068468581,-2.267255455010944,HG02252,AMR,PEL,"Peruvian in Lima, Peru"
853,0.9178507579320483,-0.5929216373576254,-3.791456302369297,HG02253,AMR,PEL,"Peruvian in Lima, Peru"
854,-1.5934416202101773,-0.24120521120891422,-0.03375231197950076,HG02255,AFR,ACB,African Caribbean in Barbados
855,-1.677910763693651,-0.15603557037067778,0.004555008458733805,HG02256,AFR,ACB,African Caribbean in Barbados
856,0.8145425254414116,-0.4583379446478473,-3.085306962372916,HG02259,AMR,PEL,"Peruvian in Lima, Peru"
857,0.762786136419183,-0.5480912265634091,-3.763749328351882,HG02260,AMR,PEL,"Peruvian in Lima, Peru"
858,0.6976171935379848,0.1711423937344419,-2.4710298394532475,HG02262,AMR,PEL,"Peruvian in Lima, Peru"
859,0.7685885696766719,-0.3391649792031394,-2.8098483219850174,HG02265,AMR,PEL,"Peruvian in Lima, Peru"
860,0.6890292637590629,-0.15825985609307938,-2.86161636038908,HG02266,AMR,PEL,"Peruvian in Lima, Peru"
861,0.7513538349095656,-0.9427260176914821,-4.190240568124803,HG02271,AMR,PEL,"Peruvian in Lima, Peru"
862,0.8764549107619416,-0.45843796328696634,-3.411457903374351,HG02272,AMR,PEL,"Peruvian in Lima, Peru"
863,0.37843981307723285,0.5202839655981877,-2.2165429497303153,HG02274,AMR,PEL,"Peruvian in Lima, Peru"
864,0.865122217553269,0.3098174675026883,-3.154318589266864,HG02275,AMR,PEL,"Peruvian in Lima, Peru"
865,0.651794871030192,0.756147609308516,-1.2566298924093793,HG02277,AMR,PEL,"Peruvian in Lima, Peru"
866,0.7701981711114583,-0.647948319016948,-3.994896886062764,HG02278,AMR,PEL,"Peruvian in Lima, Peru"
867,-1.8430511642276437,-0.17543248878064063,-0.11716817799670394,HG02281,AFR,ACB,African Caribbean in Barbados
868,-0.8275967448336259,0.24838055195341435,-0.2921905947101551,HG02282,AFR,ACB,African Caribbean in Barbados
869,-1.4812694553933838,0.11078437201819906,0.08762096728260284,HG02283,AFR,ACB,African Caribbean in Barbados
870,-1.7660025906896015,-0.19370588489979504,0.013253055938830164,HG02284,AFR,ACB,African Caribbean in Barbados
871,0.7171132974895474,-0.4139186881355854,-4.0320425840738245,HG02285,AMR,PEL,"Peruvian in Lima, Peru"
872,0.7251564256975662,-0.02775610509280915,-2.4866164590785886,HG02286,AMR,PEL,"Peruvian in Lima, Peru"
873,0.7785731343516216,0.022021131533998838,-3.610954897932279,HG02291,AMR,PEL,"Peruvian in Lima, Peru"
874,0.7739171859231424,0.1139297771447841,-3.353075213656278,HG02292,AMR,PEL,"Peruvian in Lima, Peru"
875,0.5987664216276289,0.16557798477378738,-2.7631028155964357,HG02298,AMR,PEL,"Peruvian in Lima, Peru"
876,0.7945872838635818,-0.6183291938160659,-4.02426098699848,HG02299,AMR,PEL,"Peruvian in Lima, Peru"
877,0.8586426729650252,-0.6480936490747538,-4.102813096021,HG02301,AMR,PEL,"Peruvian in Lima, Peru"
878,0.449205800656152,-0.5163811376864483,-2.500394504890474,HG02304,AMR,PEL,"Peruvian in Lima, Peru"
879,-1.2956147764505106,0.12877436719804547,-0.06864223627701602,HG02307,AFR,ACB,African Caribbean in Barbados
880,-1.6958926568230672,-0.16452033713133013,-0.1681784828096012,HG02308,AFR,ACB,African Caribbean in Barbados
881,-1.6266317384830102,0.05004479904772407,0.10758292858224014,HG02309,AFR,ACB,African Caribbean in Barbados
882,0.648671091820124,0.12908274081633145,-2.753036405021798,HG02312,AMR,PEL,"Peruvian in Lima, Peru"
883,-1.7434755380395779,-0.2799732758838065,-0.14430222758918734,HG02314,AFR,ACB,African Caribbean in Barbados
884,-1.8243823531527712,-0.10657577866231797,-0.21915152714859495,HG02315,AFR,ACB,African Caribbean in Barbados
885,-1.8152277508141466,-0.23201418440549215,-0.027983700153504605,HG02317,AFR,ACB,African Caribbean in Barbados
